algorithm,elapsed_time,steps
BFS,11.592623710632324,1853
BFS,11.455656051635742,1859
BFS,7.533918857574463,1861
BFS,11.50975775718689,1856
BFS,11.39648938179016,1829
BFS,11.518305778503418,1859
BFS,11.527072191238403,1857
BFS,11.48321771621704,1855
BFS,11.390479564666748,1830
BFS,11.545544624328612,1864
BFS,11.487640857696531,1854
BFS,11.537686824798584,1864
BFS,11.44681191444397,1857
BFS,11.516966819763184,1865
BFS,11.498071193695068,1857
BFS,11.543205261230469,1863
BFS,11.540125608444214,1857
BFS,11.40871000289917,1851
BFS,11.540607213974,1846
BFS,11.490824460983276,1859
BFS,11.346083164215088,1837
BFS,11.476752996444702,1857
BFS,11.478922128677368,1862
BFS,11.53759479522705,1857
BFS,11.559103727340698,1868
BFS,11.457582473754885,1850
BFS,11.477455615997314,1862
BFS,11.374763488769531,1847
BFS,11.385000705718994,1848
BFS,11.578537225723268,1866
BFS,11.438528776168823,1849
BFS,11.54922866821289,1864
BFS,11.395275115966797,1848
BFS,11.435599088668823,1853
BFS,11.494465589523315,1857
BFS,11.569953918457031,1864
BFS,11.562853813171388,1870
BFS,11.537327766418455,1860
BFS,11.430624961853027,1848
BFS,11.514195442199709,1867
BFS,11.55419659614563,1867
BFS,11.53542160987854,1866
BFS,11.480228424072266,1855
BFS,11.436935663223268,1857
BFS,7.623898506164551,1860
BFS,7.600115060806274,1863
BFS,7.561596870422363,1852
BFS,7.551933526992798,1851
BFS,7.646167278289795,1868
BFS,11.431071281433104,1852
BFS,11.435778617858888,1853
BFS,7.605697154998779,1861
BFS,7.575141191482544,1851
BFS,7.668870210647583,1830
BFS,8.019955396652222,1862
BFS,8.086600542068481,1861
BFS,8.143471479415894,1854
BFS,11.498146295547484,1859
BFS,11.57530951499939,1864
BFS,8.030024766921997,1853
BFS,8.177297353744507,1863
BFS,7.99612283706665,1849
BFS,11.47626519203186,1856
BFS,8.130051612854004,1854
BFS,8.248642683029175,1863
BFS,8.07156777381897,1856
BFS,8.116640090942383,1855
BFS,8.103694200515747,1863
BFS,8.177845478057861,1853
BFS,11.48473024368286,1862
DFS,1.3985614776611328,222
DFS,0.6586740016937256,150
DFS,1.07411527633667,247
DFS,0.5507352352142334,126
DFS,0.7617743015289307,118
DFS,1.7979836463928225,409
DFS,0.8172600269317627,183
DFS,0.8041472434997559,121
DFS,0.8378851413726807,191
DFS,0.7073376178741455,160
DFS,0.8564770221710205,197
DFS,0.966144323348999,148
DFS,2.371774673461914,376
DFS,0.7766335010528564,183
DFS,0.6363236904144287,144
DFS,2.0673906803131104,470
DFS,0.5611317157745361,127
DFS,0.9684925079345704,152
DFS,0.5884342193603516,126
DFS,1.1724426746368408,267
DFS,1.3286452293395996,305
DFS,1.0186116695404053,229
DFS,0.6344707012176514,142
DFS,4.1824564933776855,672
DFS,0.6602756977081299,133
DFS,1.0821974277496338,174
DFS,0.9108574390411376,145
DFS,1.3598675727844238,220
DFS,0.8246965408325195,133
DFS,1.815950870513916,272
DFS,0.994276762008667,159
DFS,0.9046630859375,145
DFS,1.219743013381958,290
DFS,1.1119813919067385,174
DFS,0.539151668548584,124
DFS,1.013892412185669,160
DFS,0.8770384788513184,140
DFS,1.0095973014831543,159
DFS,0.8749058246612549,136
DFS,0.9144165515899658,147
DFS,0.616396427154541,136
DFS,0.8588757514953613,133
DFS,0.9994802474975586,159
DFS,0.6983311176300049,109
DFS,0.9550495147705078,137
DFS,2.1791739463806152,309
DFS,0.9746146202087402,153
DFS,1.7302587032318115,278
DFS,1.1841750144958496,192
DFS,0.7196474075317383,171
DFS,2.147289991378784,341
DFS,0.7190432548522949,165
DFS,0.8019142150878906,129
DFS,0.7559487819671631,177
DFS,0.8941037654876709,139
DFS,0.9623143672943116,152
DFS,0.5742852687835693,131
DFS,1.2493529319763184,196
DFS,0.8133692741394043,131
DFS,0.9681882858276368,156
DFS,1.0831220149993896,175
DFS,0.940770149230957,152
DFS,0.7709681987762451,126
DFS,0.7277414798736572,114
DFS,1.5937612056732178,355
DFS,0.9788906574249268,154
DFS,1.136589765548706,183
DFS,0.8815550804138184,143
DFS,0.7937319278717041,128
DFS,0.5545499324798584,130
Dijkstra,11.49193787574768,1853
Dijkstra,7.990326642990112,1860
Dijkstra,11.57528042793274,1862
Dijkstra,11.468400955200195,1857
Dijkstra,8.043227672576904,1829
Dijkstra,11.53654646873474,1859
Dijkstra,11.52543807029724,1857
Dijkstra,8.174844026565552,1855
Dijkstra,11.318202495574951,1830
Dijkstra,8.17863154411316,1865
Dijkstra,11.446308612823486,1854
Dijkstra,8.114489316940308,1864
Dijkstra,11.426315307617188,1857
Dijkstra,11.459458351135254,1865
Dijkstra,8.061297178268433,1857
Dijkstra,11.524018049240112,1863
Dijkstra,11.517821788787842,1857
Dijkstra,11.458598375320436,1851
Dijkstra,8.143835306167603,1846
Dijkstra,11.56704592704773,1859
Dijkstra,11.35003924369812,1837
Dijkstra,8.09317135810852,1857
Dijkstra,11.5707266330719,1862
Dijkstra,11.633814334869385,1857
Dijkstra,11.559145212173462,1868
Dijkstra,11.46787691116333,1850
Dijkstra,8.211353778839111,1862
Dijkstra,11.505542039871216,1847
Dijkstra,11.504188537597656,1848
Dijkstra,8.21539044380188,1866
Dijkstra,11.56061053276062,1850
Dijkstra,11.58582854270935,1864
Dijkstra,8.09754467010498,1848
Dijkstra,11.515934467315674,1855
Dijkstra,8.14684510231018,1857
Dijkstra,8.154291152954102,1864
Dijkstra,8.201156616210938,1870
Dijkstra,11.482234954833984,1860
Dijkstra,11.412523984909058,1848
Dijkstra,11.530659675598145,1867
Dijkstra,8.063555002212524,1867
Dijkstra,11.54561710357666,1866
Dijkstra,11.537964344024658,1856
Dijkstra,8.155603885650635,1859
Dijkstra,11.5239577293396,1860
Dijkstra,11.539013624191284,1863
Dijkstra,11.507476568222046,1852
Dijkstra,11.336624145507812,1851
Dijkstra,11.55251669883728,1868
Dijkstra,7.960528373718262,1852
Dijkstra,11.420848608016968,1853
Dijkstra,8.14267897605896,1861
Dijkstra,8.077564001083374,1851
Dijkstra,11.39495062828064,1830
Dijkstra,8.066797733306885,1862
Dijkstra,8.196390151977539,1861
Dijkstra,11.500925064086914,1854
Dijkstra,11.475321292877195,1859
Dijkstra,11.529399156570436,1864
Dijkstra,11.494215726852415,1853
Dijkstra,7.977157831192017,1864
Dijkstra,11.49581241607666,1849
Dijkstra,7.961482048034668,1856
Dijkstra,8.11570692062378,1854
Dijkstra,11.607976198196411,1863
Dijkstra,7.986448287963867,1856
Dijkstra,11.494930982589722,1857
Dijkstra,11.507100582122805,1863
Dijkstra,8.008773565292358,1853
Dijkstra,11.525898218154907,1862
GreedyBFS,0.8871562480926514,144
GreedyBFS,0.6053628921508789,143
GreedyBFS,0.9692254066467284,154
GreedyBFS,0.8600807189941406,198
GreedyBFS,0.900545597076416,141
GreedyBFS,0.501460075378418,111
GreedyBFS,0.5517253875732422,127
GreedyBFS,0.8249974250793457,132
GreedyBFS,0.6306135654449463,139
GreedyBFS,0.8965492248535156,140
GreedyBFS,0.6209473609924316,147
GreedyBFS,0.8860049247741699,140
GreedyBFS,0.5180933475494385,121
GreedyBFS,0.8436777591705322,133
GreedyBFS,0.6287543773651123,146
GreedyBFS,1.1882407665252686,187
GreedyBFS,0.6127042770385742,139
GreedyBFS,0.7716109752655029,119
GreedyBFS,0.5977120399475098,134
GreedyBFS,1.0550565719604492,165
GreedyBFS,0.9206812381744384,148
GreedyBFS,0.5156552791595459,120
GreedyBFS,0.6148042678833008,141
GreedyBFS,0.6669976711273193,148
GreedyBFS,0.8405654430389404,131
GreedyBFS,0.7160074710845947,168
GreedyBFS,0.598731279373169,135
GreedyBFS,1.166717290878296,185
GreedyBFS,0.6945691108703613,166
GreedyBFS,0.4855186939239502,115
GreedyBFS,1.110447645187378,175
GreedyBFS,0.5178117752075195,120
GreedyBFS,1.502563238143921,239
GreedyBFS,0.9785559177398682,157
GreedyBFS,0.8303768634796143,189
GreedyBFS,0.6756703853607178,153
GreedyBFS,0.5236103534698486,119
GreedyBFS,0.7966725826263428,125
GreedyBFS,0.8897011280059814,143
GreedyBFS,0.5210926532745361,125
GreedyBFS,0.9781227111816406,154
GreedyBFS,0.7528104782104492,120
GreedyBFS,0.8709933757781982,140
GreedyBFS,0.8589382171630859,133
GreedyBFS,0.5400135517120361,128
GreedyBFS,0.8711955547332764,135
GreedyBFS,0.8543341159820557,136
GreedyBFS,0.8669235706329346,137
GreedyBFS,0.9164161682128906,209
GreedyBFS,1.022202968597412,161
GreedyBFS,0.5479474067687988,128
GreedyBFS,0.879986047744751,139
GreedyBFS,0.8817405700683594,139
GreedyBFS,0.89198899269104,144
GreedyBFS,0.7878901958465576,127
GreedyBFS,1.0854811668395996,175
GreedyBFS,0.8804342746734619,142
GreedyBFS,0.9021172523498536,145
GreedyBFS,1.356586217880249,213
GreedyBFS,0.978147268295288,158
GreedyBFS,1.093078851699829,176
GreedyBFS,0.6312956809997559,149
GreedyBFS,0.8602311611175537,136
GreedyBFS,1.041318416595459,164
GreedyBFS,0.7071921825408936,160
GreedyBFS,1.1315035820007324,176
GreedyBFS,0.7648932933807373,176
GreedyBFS,0.5576748847961426,124
GreedyBFS,0.8396432399749756,131
GreedyBFS,0.6090307235717773,138
AStar,5.210176706314087,833
AStar,3.612678050994873,836
AStar,5.892126798629761,942
AStar,3.924970865249634,908
AStar,7.447189092636108,1195
AStar,3.669035196304321,850
AStar,4.026853561401367,914
AStar,2.702332019805908,622
AStar,3.642945766448975,585
AStar,5.066919326782227,817
AStar,4.51209831237793,717
AStar,5.188036680221558,833
AStar,5.035314559936523,814
AStar,3.228199005126953,756
AStar,3.0302391052246094,487
AStar,3.6945297718048096,867
AStar,6.307726860046387,1005
AStar,5.952837705612183,953
AStar,4.540382385253906,741
AStar,3.0509629249572754,705
AStar,2.818256378173828,656
AStar,4.47361159324646,1017
AStar,6.248536825180054,1012
AStar,3.1309235095977783,716
AStar,4.335596084594727,688
AStar,4.684610843658447,1103
AStar,5.065603971481323,1141
AStar,5.288781404495239,853
AStar,2.985421657562256,688
AStar,4.805378437042236,774
AStar,4.354980230331421,704
AStar,6.215140342712402,1004
AStar,4.024409532546997,939
AStar,6.455054759979248,1041
AStar,4.092711925506592,667
AStar,4.597795724868774,742
AStar,5.171883583068848,831
AStar,5.725522994995117,918
AStar,4.273671388626099,991
AStar,6.307584047317505,1015
AStar,4.824790239334106,1129
AStar,5.6503565311431885,907
AStar,2.932734489440918,473
AStar,5.76838755607605,933
AStar,4.632325649261475,1061
AStar,7.993370056152344,944
AStar,3.265088558197021,751
AStar,4.037751197814941,916
AStar,6.747796058654785,1083
AStar,3.649325132369995,853
AStar,7.256620645523071,1168
AStar,4.372589588165283,1012
AStar,3.6038761138916016,835
AStar,5.589779376983643,893
AStar,4.493674516677856,1043
