algorithm,board_size,obstacle_density,elapsed_time,steps,path_found
AStar,"(50, 50)",0.25,5.171883583068848,831,True
AStar,"(50, 50)",0.25,5.725522994995117,918,True
AStar,"(50, 50)",0.25,4.273671388626099,991,True
AStar,"(50, 50)",0.25,6.307584047317505,1015,True
AStar,"(50, 50)",0.25,4.8247902393341064,1129,True
AStar,"(50, 50)",0.25,5.6503565311431885,907,True
AStar,"(50, 50)",0.25,2.932734489440918,473,True
AStar,"(50, 50)",0.25,8.020942211151123,1859,False
AStar,"(50, 50)",0.25,5.76838755607605,933,True
AStar,"(50, 50)",0.25,7.960297584533691,1835,False
AStar,"(50, 50)",0.25,11.468325853347778,1849,False
AStar,"(50, 50)",0.25,4.632325649261475,1061,True
AStar,"(50, 50)",0.25,7.993370056152344,944,True
AStar,"(50, 50)",0.25,0.004081010818481445,2,False
AStar,"(50, 50)",0.25,3.2650885581970215,751,True
AStar,"(50, 50)",0.25,0.040177345275878906,7,False
AStar,"(50, 50)",0.25,4.037751197814941,916,True
AStar,"(50, 50)",0.25,6.747796058654785,1083,True
AStar,"(50, 50)",0.25,3.649325132369995,853,True
AStar,"(50, 50)",0.25,7.256620645523071,1168,True
AStar,"(50, 50)",0.25,4.372589588165283,1012,True
AStar,"(50, 50)",0.25,11.611767292022705,1865,False
AStar,"(50, 50)",0.25,3.6038761138916016,835,True
AStar,"(50, 50)",0.25,5.589779376983643,893,True
AStar,"(50, 50)",0.25,4.4936745166778564,1043,True
AStar,"(50, 50)",0.25,0.07136678695678711,8,False
AStar,"(50, 50)",0.25,2.214202404022217,500,True
AStar,"(50, 50)",0.25,4.530210494995117,730,True
AStar,"(50, 50)",0.25,3.6617321968078613,867,True
AStar,"(50, 50)",0.25,11.6002037525177,1861,False
AStar,"(50, 50)",0.25,5.735112428665161,1313,True
AStar,"(50, 50)",0.25,16.039081811904907,1845,False
AStar,"(50, 50)",0.25,4.1223344802856445,944,True
AStar,"(50, 50)",0.25,6.262054204940796,1013,True
AStar,"(50, 50)",0.25,2.8521947860717773,671,True
AStar,"(50, 50)",0.25,5.395279407501221,866,True
AStar,"(50, 50)",0.25,7.995735168457031,1854,False
AStar,"(50, 50)",0.25,4.424615859985352,712,True
AStar,"(50, 50)",0.25,4.538330078125,1049,True
AStar,"(50, 50)",0.25,3.726560354232788,603,True
AStar,"(50, 50)",0.25,3.136676073074341,725,True
AStar,"(50, 50)",0.25,0.013654708862304688,3,False
AStar,"(50, 50)",0.25,4.910358667373657,1122,True
AStar,"(50, 50)",0.25,3.648096799850464,581,True
AStar,"(50, 50)",0.25,4.825286149978638,780,True
