algorithm,board_size,elapsed_time,steps,path_found,total_cost
DFS,"(25, 25)",0.12277913093566895,55,True,119.0
DFS,"(25, 25)",0.15688514709472656,75,True,116.0
DFS,"(25, 25)",0.12022590637207031,59,True,105.0
DFS,"(25, 25)",0.14998507499694824,77,True,169.0
DFS,"(25, 25)",0.11804413795471191,57,True,87.0
DFS,"(25, 25)",0.16588068008422852,82,True,120.0
DFS,"(25, 25)",0.19782471656799316,99,True,104.0
DFS,"(25, 25)",0.0992274284362793,49,True,91.0
DFS,"(25, 25)",0.11285710334777832,54,True,81.0
DFS,"(25, 25)",0.09689450263977051,49,True,82.0
DFS,"(25, 25)",0.1105804443359375,51,True,71.0
DFS,"(25, 25)",0.17213106155395508,87,True,120.0
DFS,"(25, 25)",0.11603355407714844,57,True,91.0
DFS,"(25, 25)",0.10153388977050781,50,True,inf
DFS,"(25, 25)",0.10293221473693848,49,True,101.0
DFS,"(25, 25)",0.47278666496276855,271,True,140.0
DFS,"(25, 25)",0.1386122703552246,70,True,115.0
DFS,"(25, 25)",0.22243976593017578,105,True,161.0
DFS,"(25, 25)",0.13420343399047852,68,True,111.0
DFS,"(25, 25)",0.1164712905883789,50,True,83.0
DFS,"(25, 25)",0.15773820877075195,81,True,inf
DFS,"(25, 25)",0.10304141044616699,49,True,97.0
DFS,"(25, 25)",0.13794779777526855,57,True,123.0
DFS,"(25, 25)",0.17272138595581055,87,True,66.0
DFS,"(25, 25)",0.10802245140075684,53,True,104.0
DFS,"(25, 25)",0.10620474815368652,49,True,101.0
DFS,"(25, 25)",0.12170076370239258,59,True,137.0
DFS,"(25, 25)",0.19283795356750488,92,True,178.0
DFS,"(25, 25)",0.138200044631958,69,True,115.0
DFS,"(25, 25)",0.10822916030883789,55,True,83.0
DFS,"(25, 25)",0.21053528785705566,107,True,130.0
DFS,"(25, 25)",0.10872554779052734,53,True,117.0
DFS,"(25, 25)",0.1020059585571289,49,True,89.0
DFS,"(25, 25)",0.10805368423461914,51,True,120.0
DFS,"(25, 25)",0.2521212100982666,134,True,196.0
DFS,"(25, 25)",0.15860438346862793,79,True,141.0
DFS,"(25, 25)",0.11597299575805664,49,True,87.0
DFS,"(25, 25)",0.13285064697265625,61,True,96.0
DFS,"(25, 25)",0.09660148620605469,49,True,132.0
DFS,"(25, 25)",0.12214398384094238,60,True,109.0
DFS,"(25, 25)",0.10265159606933594,49,True,84.0
DFS,"(25, 25)",0.11567950248718262,57,True,140.0
DFS,"(25, 25)",0.11531329154968262,56,True,87.0
DFS,"(25, 25)",0.10505843162536621,49,True,93.0
DFS,"(25, 25)",0.13511919975280762,63,True,149.0
DFS,"(25, 25)",0.1501157283782959,71,True,131.0
DFS,"(25, 25)",0.24527263641357422,126,True,90.0
DFS,"(25, 25)",0.1415424346923828,71,True,154.0
DFS,"(25, 25)",0.10163354873657227,49,True,100.0
DFS,"(25, 25)",0.09682607650756836,49,True,111.0
DFS,"(25, 25)",0.10985207557678223,54,True,84.0
DFS,"(25, 25)",0.10465717315673828,52,True,113.0
DFS,"(25, 25)",0.12001156806945801,56,True,115.0
DFS,"(25, 25)",0.11039543151855469,49,True,76.0
DFS,"(25, 25)",0.11980009078979492,59,True,112.0
DFS,"(25, 25)",0.10374927520751953,51,True,104.0
DFS,"(25, 25)",0.15273809432983398,60,True,78.0
DFS,"(25, 25)",0.1540813446044922,74,True,157.0
DFS,"(25, 25)",0.12115240097045898,59,True,136.0
DFS,"(25, 25)",0.30213499069213867,153,True,88.0
DFS,"(25, 25)",0.1100318431854248,57,True,101.0
DFS,"(25, 25)",0.13254261016845703,60,True,126.0
DFS,"(25, 25)",0.09627604484558105,51,True,114.0
DFS,"(25, 25)",0.10650420188903809,49,True,97.0
DFS,"(25, 25)",0.1042327880859375,49,True,115.0
DFS,"(25, 25)",0.1495671272277832,72,True,76.0
DFS,"(25, 25)",0.09920430183410645,49,True,95.0
DFS,"(25, 25)",0.10527324676513672,49,True,131.0
DFS,"(25, 25)",0.10957551002502441,51,True,100.0
DFS,"(25, 25)",0.33123040199279785,171,True,100.0
DFS,"(25, 25)",0.10715007781982422,53,True,98.0
DFS,"(25, 25)",0.10242486000061035,51,True,72.0
DFS,"(25, 25)",0.138655424118042,63,True,73.0
DFS,"(25, 25)",0.14087319374084473,75,True,inf
DFS,"(25, 25)",0.19584441184997559,95,True,124.0
DFS,"(25, 25)",0.15093588829040527,78,True,131.0
DFS,"(25, 25)",0.10435056686401367,53,True,97.0
DFS,"(25, 25)",0.15544652938842773,74,True,168.0
DFS,"(25, 25)",0.09657406806945801,49,True,97.0
DFS,"(25, 25)",0.14534306526184082,68,True,151.0
DFS,"(25, 25)",0.10312366485595703,51,True,78.0
DFS,"(25, 25)",0.12463068962097168,61,True,163.0
DFS,"(25, 25)",0.12002849578857422,59,True,119.0
DFS,"(25, 25)",0.10041308403015137,49,True,105.0
DFS,"(25, 25)",0.11090993881225586,55,True,93.0
DFS,"(25, 25)",0.11286449432373047,54,True,70.0
DFS,"(25, 25)",0.12209367752075195,62,True,121.0
DFS,"(25, 25)",0.13773298263549805,68,True,124.0
DFS,"(25, 25)",0.1692945957183838,86,True,75.0
DFS,"(25, 25)",0.10174775123596191,49,True,99.0
DFS,"(25, 25)",0.11206245422363281,55,True,122.0
Dijkstra,"(25, 25)",0.6595864295959473,381,True,56.0
Dijkstra,"(25, 25)",0.6435785293579102,372,True,113.0
Dijkstra,"(25, 25)",0.5265243053436279,292,True,91.0
Dijkstra,"(25, 25)",0.7368803024291992,430,True,93.0
Dijkstra,"(25, 25)",0.5457427501678467,317,True,90.0
Dijkstra,"(25, 25)",0.6005825996398926,336,True,73.0
Dijkstra,"(25, 25)",0.6306016445159912,372,True,75.0
Dijkstra,"(25, 25)",0.688683032989502,401,True,89.0
Dijkstra,"(25, 25)",0.5642852783203125,304,True,108.0
Dijkstra,"(25, 25)",0.6654882431030273,391,True,99.0
Dijkstra,"(25, 25)",0.5538744926452637,324,True,96.0
Dijkstra,"(25, 25)",0.7026495933532715,406,True,86.0
Dijkstra,"(25, 25)",0.6178450584411621,362,True,117.0
Dijkstra,"(25, 25)",0.8325376510620117,484,True,78.0
Dijkstra,"(25, 25)",0.7586195468902588,452,True,106.0
Dijkstra,"(25, 25)",0.6464228630065918,373,True,66.0
Dijkstra,"(25, 25)",0.8024201393127441,457,True,60.0
Dijkstra,"(25, 25)",0.5094418525695801,293,True,69.0
Dijkstra,"(25, 25)",0.7275912761688232,428,True,63.0
Dijkstra,"(25, 25)",0.7173547744750977,421,True,60.0
Dijkstra,"(25, 25)",0.8401899337768555,482,True,96.0
Dijkstra,"(25, 25)",0.5769569873809814,338,True,73.0
Dijkstra,"(25, 25)",0.5295658111572266,310,True,inf
Dijkstra,"(25, 25)",0.8371527194976807,491,True,89.0
Dijkstra,"(25, 25)",0.7395107746124268,421,True,119.0
Dijkstra,"(25, 25)",0.5939264297485352,343,True,96.0
Dijkstra,"(25, 25)",0.8710799217224121,510,True,85.0
Dijkstra,"(25, 25)",0.6000621318817139,344,True,64.0
Dijkstra,"(25, 25)",0.4867095947265625,276,True,73.0
Dijkstra,"(25, 25)",0.4746220111846924,274,True,inf
Dijkstra,"(25, 25)",0.8444948196411133,490,True,81.0
Dijkstra,"(25, 25)",0.4083404541015625,224,True,80.0
Dijkstra,"(25, 25)",0.5229904651641846,303,True,52.0
Dijkstra,"(25, 25)",0.7737100124359131,450,True,72.0
Dijkstra,"(25, 25)",0.77974534034729,449,True,96.0
Dijkstra,"(25, 25)",0.8556363582611084,502,True,84.0
Dijkstra,"(25, 25)",0.7827920913696289,450,True,90.0
Dijkstra,"(25, 25)",0.45453906059265137,259,True,82.0
Dijkstra,"(25, 25)",0.5732736587524414,333,True,67.0
Dijkstra,"(25, 25)",0.6249263286590576,370,True,78.0
Dijkstra,"(25, 25)",0.6662993431091309,383,True,91.0
Dijkstra,"(25, 25)",0.6286170482635498,363,True,75.0
Dijkstra,"(25, 25)",0.5138053894042969,297,True,97.0
Dijkstra,"(25, 25)",0.5976290702819824,348,True,105.0
Dijkstra,"(25, 25)",0.7963759899139404,470,True,64.0
Dijkstra,"(25, 25)",0.8071846961975098,469,True,62.0
Dijkstra,"(25, 25)",0.9931552410125732,564,True,84.0
Dijkstra,"(25, 25)",0.8726074695587158,502,True,98.0
Dijkstra,"(25, 25)",0.7201454639434814,413,True,98.0
Dijkstra,"(25, 25)",0.828298807144165,482,True,72.0
Dijkstra,"(25, 25)",0.9584500789642334,563,True,72.0
Dijkstra,"(25, 25)",0.44421887397766113,250,True,83.0
Dijkstra,"(25, 25)",0.6666131019592285,382,True,93.0
Dijkstra,"(25, 25)",0.7174806594848633,397,True,81.0
Dijkstra,"(25, 25)",0.815352201461792,478,True,67.0
Dijkstra,"(25, 25)",0.5301170349121094,305,True,83.0
Dijkstra,"(25, 25)",0.610058069229126,358,True,84.0
Dijkstra,"(25, 25)",0.695357084274292,401,True,91.0
Dijkstra,"(25, 25)",0.40371060371398926,219,True,75.0
Dijkstra,"(25, 25)",0.495013952255249,284,True,68.0
Dijkstra,"(25, 25)",0.6649587154388428,381,True,104.0
Dijkstra,"(25, 25)",0.4415934085845947,249,True,106.0
Dijkstra,"(25, 25)",0.48859715461730957,281,True,74.0
Dijkstra,"(25, 25)",0.7904477119445801,465,True,102.0
Dijkstra,"(25, 25)",0.6389219760894775,377,True,66.0
Dijkstra,"(25, 25)",0.61344313621521,346,True,69.0
Dijkstra,"(25, 25)",0.9241461753845215,544,True,74.0
Dijkstra,"(25, 25)",0.6935760974884033,390,True,78.0
Dijkstra,"(25, 25)",0.8680012226104736,502,True,76.0
Dijkstra,"(25, 25)",0.5711150169372559,331,True,83.0
Dijkstra,"(25, 25)",0.7070951461791992,411,True,81.0
Dijkstra,"(25, 25)",0.6415767669677734,372,True,101.0
Dijkstra,"(25, 25)",0.7984247207641602,465,True,72.0
Dijkstra,"(25, 25)",0.8873286247253418,517,True,88.0
Dijkstra,"(25, 25)",0.46836256980895996,270,True,64.0
Dijkstra,"(25, 25)",0.8299984931945801,466,True,90.0
Dijkstra,"(25, 25)",0.7385027408599854,421,True,105.0
Dijkstra,"(25, 25)",0.7046172618865967,411,True,73.0
Dijkstra,"(25, 25)",0.7098171710968018,416,True,77.0
Dijkstra,"(25, 25)",0.7673242092132568,449,True,88.0
Dijkstra,"(25, 25)",0.8094916343688965,472,True,67.0
Dijkstra,"(25, 25)",0.7657523155212402,438,True,61.0
Dijkstra,"(25, 25)",0.5507457256317139,313,True,inf
Dijkstra,"(25, 25)",0.7673275470733643,426,True,85.0
Dijkstra,"(25, 25)",0.7307045459747314,418,True,91.0
Dijkstra,"(25, 25)",0.6575796604156494,379,True,89.0
Dijkstra,"(25, 25)",0.6760654449462891,399,True,156.0
Dijkstra,"(25, 25)",0.48540425300598145,282,True,79.0
Dijkstra,"(25, 25)",0.7990384101867676,466,True,106.0
Dijkstra,"(25, 25)",0.6725287437438965,391,True,76.0
Dijkstra,"(25, 25)",0.7450671195983887,426,True,77.0
Dijkstra,"(25, 25)",0.8263864517211914,475,True,76.0
Dijkstra,"(25, 25)",0.6198616027832031,356,True,77.0
Dijkstra,"(25, 25)",0.8472163677215576,496,True,73.0
Dijkstra,"(25, 25)",0.5128087997436523,292,True,57.0
Dijkstra,"(25, 25)",0.7558948993682861,444,True,93.0
Dijkstra,"(25, 25)",0.52886962890625,306,True,108.0
Dijkstra,"(25, 25)",0.806584358215332,444,True,56.0
Dijkstra,"(25, 25)",0.8405148983001709,489,True,86.0
Dijkstra,"(25, 25)",0.7239556312561035,422,True,103.0
GBFS,"(25, 25)",0.1006011962890625,51,True,76.0
GBFS,"(25, 25)",0.19063997268676758,93,True,146.0
GBFS,"(25, 25)",0.16611814498901367,80,True,123.0
GBFS,"(25, 25)",0.2719697952270508,140,True,122.0
GBFS,"(25, 25)",0.1185452938079834,53,True,106.0
GBFS,"(25, 25)",0.12201881408691406,58,True,80.0
GBFS,"(25, 25)",0.09962081909179688,49,True,100.0
GBFS,"(25, 25)",0.1382133960723877,62,True,121.0
GBFS,"(25, 25)",0.23463201522827148,100,True,122.0
GBFS,"(25, 25)",0.13907122611999512,70,True,141.0
GBFS,"(25, 25)",0.13067913055419922,67,True,106.0
GBFS,"(25, 25)",0.11031413078308105,55,True,112.0
GBFS,"(25, 25)",0.22948384284973145,110,True,166.0
GBFS,"(25, 25)",0.09817981719970703,49,True,129.0
GBFS,"(25, 25)",0.38802409172058105,217,True,182.0
GBFS,"(25, 25)",0.1142122745513916,58,True,94.0
GBFS,"(25, 25)",0.09627366065979004,49,True,99.0
GBFS,"(25, 25)",0.2006969451904297,103,True,123.0
GBFS,"(25, 25)",0.15813684463500977,71,True,105.0
GBFS,"(25, 25)",0.27489233016967773,150,True,186.0
GBFS,"(25, 25)",0.10844993591308594,55,True,126.0
GBFS,"(25, 25)",0.20548653602600098,104,True,114.0
GBFS,"(25, 25)",0.11948466300964355,61,True,inf
GBFS,"(25, 25)",0.11558151245117188,57,True,97.0
GBFS,"(25, 25)",0.47638511657714844,266,True,164.0
GBFS,"(25, 25)",0.10780596733093262,53,True,137.0
GBFS,"(25, 25)",0.2053699493408203,105,True,137.0
GBFS,"(25, 25)",0.10304951667785645,49,True,100.0
GBFS,"(25, 25)",0.1126866340637207,53,True,89.0
GBFS,"(25, 25)",0.11792993545532227,57,True,inf
GBFS,"(25, 25)",0.09824252128601074,49,True,105.0
GBFS,"(25, 25)",0.12652134895324707,63,True,105.0
GBFS,"(25, 25)",0.12102341651916504,59,True,79.0
GBFS,"(25, 25)",0.10082507133483887,49,True,98.0
GBFS,"(25, 25)",0.10297203063964844,49,True,98.0
GBFS,"(25, 25)",0.12859225273132324,62,True,122.0
GBFS,"(25, 25)",0.14888787269592285,75,True,134.0
GBFS,"(25, 25)",0.14136981964111328,70,True,116.0
GBFS,"(25, 25)",0.10497593879699707,49,True,81.0
GBFS,"(25, 25)",0.22127246856689453,114,True,135.0
GBFS,"(25, 25)",0.10850763320922852,49,True,92.0
GBFS,"(25, 25)",0.20629405975341797,108,True,102.0
GBFS,"(25, 25)",0.14732623100280762,49,True,107.0
GBFS,"(25, 25)",0.10819411277770996,58,True,117.0
GBFS,"(25, 25)",0.2185666561126709,114,True,116.0
GBFS,"(25, 25)",0.15396404266357422,79,True,114.0
GBFS,"(25, 25)",0.09699368476867676,50,True,115.0
GBFS,"(25, 25)",0.1054694652557373,49,True,107.0
GBFS,"(25, 25)",0.23739075660705566,116,True,195.0
GBFS,"(25, 25)",0.2333662509918213,123,True,189.0
GBFS,"(25, 25)",0.09936261177062988,49,True,82.0
GBFS,"(25, 25)",0.11648678779602051,54,True,99.0
GBFS,"(25, 25)",0.1332874298095703,64,True,109.0
GBFS,"(25, 25)",0.11041784286499023,55,True,100.0
GBFS,"(25, 25)",0.14645051956176758,70,True,117.0
GBFS,"(25, 25)",0.12044143676757812,60,True,95.0
GBFS,"(25, 25)",0.10751581192016602,52,True,99.0
GBFS,"(25, 25)",0.1724708080291748,85,True,156.0
GBFS,"(25, 25)",0.10446619987487793,53,True,90.0
GBFS,"(25, 25)",0.14119195938110352,71,True,124.0
GBFS,"(25, 25)",0.16268420219421387,78,True,153.0
GBFS,"(25, 25)",0.13070964813232422,57,True,131.0
GBFS,"(25, 25)",0.1235659122467041,60,True,91.0
GBFS,"(25, 25)",0.12601804733276367,66,True,121.0
GBFS,"(25, 25)",0.1502518653869629,71,True,103.0
GBFS,"(25, 25)",0.10641360282897949,50,True,85.0
GBFS,"(25, 25)",0.10394406318664551,49,True,88.0
GBFS,"(25, 25)",0.12917327880859375,61,True,111.0
GBFS,"(25, 25)",0.2896616458892822,161,True,145.0
GBFS,"(25, 25)",0.11925983428955078,62,True,106.0
GBFS,"(25, 25)",0.10384249687194824,51,True,100.0
GBFS,"(25, 25)",0.11116909980773926,52,True,113.0
GBFS,"(25, 25)",0.15008926391601562,68,True,76.0
GBFS,"(25, 25)",0.10823488235473633,52,True,98.0
GBFS,"(25, 25)",0.11621928215026855,58,True,79.0
GBFS,"(25, 25)",0.10478568077087402,51,True,119.0
GBFS,"(25, 25)",0.20806431770324707,102,True,144.0
GBFS,"(25, 25)",0.09711337089538574,52,True,87.0
GBFS,"(25, 25)",0.2241840362548828,112,True,100.0
GBFS,"(25, 25)",0.11542677879333496,60,True,114.0
GBFS,"(25, 25)",0.24072575569152832,116,True,114.0
GBFS,"(25, 25)",0.1278705596923828,63,True,114.0
GBFS,"(25, 25)",0.13497304916381836,69,True,inf
GBFS,"(25, 25)",0.10401201248168945,49,True,105.0
GBFS,"(25, 25)",0.10589146614074707,53,True,128.0
GBFS,"(25, 25)",0.10822463035583496,53,True,103.0
GBFS,"(25, 25)",0.24791359901428223,129,True,181.0
GBFS,"(25, 25)",0.1166987419128418,62,True,107.0
GBFS,"(25, 25)",0.1567544937133789,86,True,132.0
GBFS,"(25, 25)",0.2712900638580322,146,True,129.0
GBFS,"(25, 25)",0.12506937980651855,57,True,105.0
GBFS,"(25, 25)",0.11874127388000488,49,True,79.0
GBFS,"(25, 25)",0.17187881469726562,84,True,113.0
GBFS,"(25, 25)",0.12030982971191406,60,True,129.0
GBFS,"(25, 25)",0.11608552932739258,58,True,89.0
GBFS,"(25, 25)",0.09970307350158691,51,True,108.0
GBFS,"(25, 25)",0.17663240432739258,82,True,164.0
GBFS,"(25, 25)",0.11534976959228516,57,True,78.0
GBFS,"(25, 25)",0.21250271797180176,108,True,132.0
GBFS,"(25, 25)",0.13834357261657715,62,True,144.0
AStar,"(25, 25)",0.39194655418395996,220,True,56.0
AStar,"(25, 25)",0.49649524688720703,282,True,113.0
AStar,"(25, 25)",0.38869619369506836,217,True,91.0
AStar,"(25, 25)",0.6061804294586182,346,True,93.0
AStar,"(25, 25)",0.46448588371276855,256,True,90.0
AStar,"(25, 25)",0.5297093391418457,308,True,73.0
AStar,"(25, 25)",0.5575132369995117,321,True,75.0
AStar,"(25, 25)",0.6481032371520996,372,True,89.0
AStar,"(25, 25)",0.5031969547271729,285,True,108.0
AStar,"(25, 25)",0.47924160957336426,283,True,99.0
AStar,"(25, 25)",0.5532646179199219,315,True,96.0
AStar,"(25, 25)",0.6829884052276611,391,True,86.0
AStar,"(25, 25)",0.6311159133911133,362,True,117.0
AStar,"(25, 25)",0.743994951248169,431,True,78.0
AStar,"(25, 25)",0.7247347831726074,423,True,106.0
AStar,"(25, 25)",0.420086145401001,235,True,66.0
AStar,"(25, 25)",0.35701823234558105,203,True,60.0
AStar,"(25, 25)",0.36536335945129395,208,True,69.0
AStar,"(25, 25)",0.4427618980407715,256,True,63.0
AStar,"(25, 25)",0.5585181713104248,321,True,60.0
AStar,"(25, 25)",0.8330059051513672,482,True,96.0
AStar,"(25, 25)",0.4220316410064697,241,True,73.0
AStar,"(25, 25)",0.4882063865661621,276,True,inf
AStar,"(25, 25)",0.7135064601898193,400,True,89.0
AStar,"(25, 25)",0.7233045101165771,417,True,119.0
AStar,"(25, 25)",0.5482151508331299,311,True,96.0
AStar,"(25, 25)",0.8568735122680664,475,True,85.0
AStar,"(25, 25)",0.4799058437347412,267,True,64.0
AStar,"(25, 25)",0.42957258224487305,211,True,73.0
AStar,"(25, 25)",0.461714506149292,250,True,inf
AStar,"(25, 25)",0.742276668548584,431,True,81.0
AStar,"(25, 25)",0.39942169189453125,224,True,80.0
AStar,"(25, 25)",0.3189504146575928,168,True,52.0
AStar,"(25, 25)",0.6406645774841309,363,True,72.0
AStar,"(25, 25)",0.7831156253814697,446,True,96.0
AStar,"(25, 25)",0.7486457824707031,427,True,84.0
AStar,"(25, 25)",0.768242597579956,440,True,90.0
AStar,"(25, 25)",0.38196301460266113,206,True,82.0
AStar,"(25, 25)",0.5100915431976318,285,True,67.0
AStar,"(25, 25)",0.560509204864502,310,True,78.0
AStar,"(25, 25)",0.6408815383911133,361,True,91.0
AStar,"(25, 25)",0.6016945838928223,342,True,75.0
AStar,"(25, 25)",0.5303952693939209,296,True,97.0
AStar,"(25, 25)",0.5748424530029297,318,True,105.0
AStar,"(25, 25)",0.6027309894561768,336,True,64.0
AStar,"(25, 25)",0.4919281005859375,271,True,62.0
AStar,"(25, 25)",0.964364767074585,547,True,84.0
AStar,"(25, 25)",0.8719444274902344,493,True,98.0
AStar,"(25, 25)",0.737152099609375,407,True,98.0
AStar,"(25, 25)",0.7910587787628174,435,True,72.0
AStar,"(25, 25)",0.801647424697876,455,True,72.0
AStar,"(25, 25)",0.440537691116333,239,True,83.0
AStar,"(25, 25)",0.6660208702087402,378,True,93.0
AStar,"(25, 25)",0.6241345405578613,340,True,81.0
AStar,"(25, 25)",0.6585679054260254,363,True,67.0
AStar,"(25, 25)",0.4585916996002197,242,True,83.0
AStar,"(25, 25)",0.5519692897796631,308,True,84.0
AStar,"(25, 25)",0.7236721515655518,401,True,91.0
AStar,"(25, 25)",0.3870117664337158,202,True,75.0
AStar,"(25, 25)",0.33657312393188477,169,True,68.0
AStar,"(25, 25)",0.6722936630249023,374,True,104.0
AStar,"(25, 25)",0.4257924556732178,228,True,106.0
AStar,"(25, 25)",0.43403077125549316,233,True,74.0
AStar,"(25, 25)",0.8163955211639404,456,True,102.0
AStar,"(25, 25)",0.638094425201416,354,True,66.0
AStar,"(25, 25)",0.44370150566101074,240,True,69.0
AStar,"(25, 25)",0.7207486629486084,403,True,74.0
